MESEC	DAN V MESECU	Umrli
2004M02	21	50
2004M02	22	63
2004M02	23	70
2004M02	24	47
2004M02	25	48
2004M02	26	37
2004M02	27	50
2004M02	28	49
2004M02	29	42
2004M02	30	-
2004M02	31	-
2004M03	1	54
2004M03	2	45
2004M03	3	58
2004M03	4	49
2004M03	5	43
2004M03	6	63
2004M03	7	54
2004M03	8	51
2004M03	9	67
2004M03	10	54
2004M03	11	58
2004M03	12	40
2004M03	13	51
2004M03	14	60
2004M03	15	63
2004M03	16	62
2004M03	17	56
2004M03	18	58
2004M03	19	42
2004M03	20	62
2004M03	21	44
2004M03	22	52
2004M03	23	52
2004M03	24	43
2004M03	25	53
2004M03	26	42
2004M03	27	52
2004M03	28	43
2004M03	29	41
2004M03	30	47
2004M03	31	57
2004M04	1	51
2004M04	2	48
2004M04	3	44
2004M04	4	35
2004M04	5	50
2004M04	6	44
2004M04	7	54
2004M04	8	54
2004M04	9	48
2004M04	10	43
2004M04	11	45
2004M04	12	43
2004M04	13	55
2004M04	14	48
2004M04	15	38
2004M04	16	41
2004M04	17	58
2004M04	18	53
2004M04	19	43
2004M04	20	38
2004M04	21	44
2004M04	22	52
2004M04	23	53
2004M04	24	61
2004M04	25	44
2004M04	26	56
2004M04	27	46
2004M04	28	48
2004M04	29	55
2004M04	30	56
2004M04	31	-
2004M05	1	43
2004M05	2	60
2004M05	3	57
2004M05	4	50
2004M05	5	51
2004M05	6	45
2004M05	7	45
2004M05	8	51
2004M05	9	55
2004M05	10	43
2004M05	11	54
2004M05	12	49
2004M05	13	36
2004M05	14	39
2004M05	15	39
2004M05	16	34
2004M05	17	57
2004M05	18	50
2004M05	19	55
2004M05	20	49
2004M05	21	56
2004M05	22	50
2004M05	23	58
2004M05	24	48
2004M05	25	51
2004M05	26	46
2004M05	27	40
2004M05	28	42
2004M05	29	45
2004M05	30	39
2004M05	31	61
2004M06	1	57
2004M06	2	40
2004M06	3	54
2004M06	4	50
2004M06	5	57
2004M06	6	38
2004M06	7	51
2004M06	8	48
2004M06	9	50
2004M06	10	65
2004M06	11	57
2004M06	12	50
2004M06	13	41
2004M06	14	41
2004M06	15	39
2004M06	16	66
2004M06	17	50
2004M06	18	45
2004M06	19	51
2004M06	20	49
2004M06	21	51
2004M06	22	43
2004M06	23	43
2004M06	24	40
2004M06	25	41
2004M06	26	47
2004M06	27	46
2004M06	28	39
2004M06	29	54
2004M06	30	46
2004M06	31	-
2004M07	1	44
2004M07	2	44
2004M07	3	52
2004M07	4	41
2004M07	5	46
2004M07	6	52
2004M07	7	41
2004M07	8	42
2004M07	9	65
2004M07	10	51
2004M07	11	43
2004M07	12	44
2004M07	13	43
2004M07	14	54
2004M07	15	41
2004M07	16	46
2004M07	17	52
2004M07	18	44
2004M07	19	48
2004M07	20	60
2004M07	21	66
2004M07	22	51
2004M07	23	44
2004M07	24	54
2004M07	25	54
2004M07	26	53
2004M07	27	43
2004M07	28	31
2004M07	29	37
2004M07	30	45
2004M07	31	54
2004M08	1	60
2004M08	2	51
2004M08	3	41
2004M08	4	45
2004M08	5	52
2004M08	6	35
2004M08	7	42
2004M08	8	59
2004M08	9	50
2004M08	10	44
2004M08	11	52
2004M08	12	33
2004M08	13	59
2004M08	14	47
2004M08	15	50
2004M08	16	52
2004M08	17	33
2004M08	18	45
2004M08	19	63
2004M08	20	29
2004M08	21	42
2004M08	22	40
2004M08	23	42
2004M08	24	39
2004M08	25	37
2004M08	26	41
2004M08	27	42
2004M08	28	45
2004M08	29	43
2004M08	30	46
2004M08	31	47
2004M09	1	44
2004M09	2	42
2004M09	3	43
2004M09	4	46
2004M09	5	61
2004M09	6	53
2004M09	7	39
2004M09	8	56
2004M09	9	44
2004M09	10	41
2004M09	11	44
2004M09	12	38
2004M09	13	53
2004M09	14	44
2004M09	15	55
2004M09	16	39
2004M09	17	44
2004M09	18	52
2004M09	19	34
2004M09	20	37
2004M09	21	61
2004M09	22	44
2004M09	23	46
2004M09	24	43
2004M09	25	71
2004M09	26	45
2004M09	27	49
2004M09	28	32
2004M09	29	53
2004M09	30	35
2004M09	31	-
2004M10	1	50
2004M10	2	62
2004M10	3	35
2004M10	4	51
2004M10	5	48
2004M10	6	51
2004M10	7	62
2004M10	8	51
2004M10	9	37
2004M10	10	46
2004M10	11	48
2004M10	12	52
2004M10	13	37
2004M10	14	58
2004M10	15	50
2004M10	16	62
2004M10	17	38
2004M10	18	47
2004M10	19	53
2004M10	20	53
2004M10	21	52
2004M10	22	46
2004M10	23	71
2004M10	24	53
2004M10	25	45
2004M10	26	61
2004M10	27	62
2004M10	28	49
2004M10	29	51
2004M10	30	52
2004M10	31	46
2004M11	1	52
2004M11	2	44
2004M11	3	42
2004M11	4	48
2004M11	5	48
2004M11	6	48
2004M11	7	56
2004M11	8	55
2004M11	9	54
2004M11	10	52
2004M11	11	63
2004M11	12	43
2004M11	13	48
2004M11	14	56
2004M11	15	44
2004M11	16	39
2004M11	17	46
2004M11	18	40
2004M11	19	61
2004M11	20	56
2004M11	21	48
2004M11	22	43
2004M11	23	46
2004M11	24	47
2004M11	25	43
2004M11	26	43
2004M11	27	56
2004M11	28	54
2004M11	29	58
2004M11	30	44
2004M11	31	-
2004M12	1	44
2004M12	2	49
2004M12	3	49
2004M12	4	44
2004M12	5	58
2004M12	6	60
2004M12	7	62
2004M12	8	53
2004M12	9	54
2004M12	10	57
2004M12	11	63
2004M12	12	52
2004M12	13	46
2004M12	14	40
2004M12	15	49
2004M12	16	52
2004M12	17	63
2004M12	18	59
2004M12	19	58
2004M12	20	57
2004M12	21	60
2004M12	22	39
2004M12	23	53
2004M12	24	44
2004M12	25	58
2004M12	26	53
2004M12	27	54
2004M12	28	58
2004M12	29	46
2004M12	30	38
2004M12	31	51
2005M01	1	51
2005M01	2	50
2005M01	3	49
2005M01	4	49
2005M01	5	52
2005M01	6	47
2005M01	7	72
2005M01	8	57
2005M01	9	63
2005M01	10	56
2005M01	11	42
2005M01	12	52
2005M01	13	70
2005M01	14	40
2005M01	15	53
2005M01	16	53
2005M01	17	55
2005M01	18	43
2005M01	19	44
2005M01	20	55
2005M01	21	55
2005M01	22	69
2005M01	23	51
2005M01	24	70
2005M01	25	56
2005M01	26	54
2005M01	27	60
2005M01	28	63
2005M01	29	61
2005M01	30	69
2005M01	31	62
2005M02	1	59
2005M02	2	49
2005M02	3	64
2005M02	4	63
2005M02	5	54
2005M02	6	58
2005M02	7	56
2005M02	8	76
2005M02	9	70
2005M02	10	71
2005M02	11	78
2005M02	12	78
2005M02	13	84
2005M02	14	95
2005M02	15	81
2005M02	16	86
2005M02	17	71
2005M02	18	72
2005M02	19	68
2005M02	20	85
2005M02	21	78
2005M02	22	56
2005M02	23	95
2005M02	24	64
2005M02	25	73
2005M02	26	78
2005M02	27	61
2005M02	28	60
2005M02	29	-
2005M02	30	-
2005M02	31	-
2005M03	1	67
2005M03	2	78
2005M03	3	61
2005M03	4	58
2005M03	5	58
2005M03	6	68
2005M03	7	53
2005M03	8	61
2005M03	9	69
2005M03	10	64
2005M03	11	53
2005M03	12	66
2005M03	13	61
2005M03	14	66
2005M03	15	61
2005M03	16	43
2005M03	17	60
2005M03	18	58
2005M03	19	55
2005M03	20	56
2005M03	21	62
2005M03	22	55
2005M03	23	56
2005M03	24	52
2005M03	25	47
2005M03	26	56
2005M03	27	46
2005M03	28	47
2005M03	29	50
2005M03	30	48
2005M03	31	43
2005M04	1	37
2005M04	2	46
2005M04	3	48
2005M04	4	52
2005M04	5	58
2005M04	6	50
2005M04	7	42
2005M04	8	44
2005M04	9	58
2005M04	10	56
2005M04	11	48
2005M04	12	47
2005M04	13	49
2005M04	14	47
2005M04	15	68
2005M04	16	52
2005M04	17	52
2005M04	18	44
2005M04	19	66
2005M04	20	37
2005M04	21	44
2005M04	22	43
2005M04	23	35
2005M04	24	36
2005M04	25	51
2005M04	26	42
2005M04	27	49
2005M04	28	40
2005M04	29	41
2005M04	30	51
2005M04	31	-
2005M05	1	49
2005M05	2	52
2005M05	3	57
2005M05	4	47
2005M05	5	38
2005M05	6	43
2005M05	7	45
2005M05	8	53
2005M05	9	44
2005M05	10	50
2005M05	11	53
2005M05	12	49
2005M05	13	48
2005M05	14	56
2005M05	15	43
2005M05	16	36
2005M05	17	50
2005M05	18	47
2005M05	19	47
2005M05	20	47
2005M05	21	34
2005M05	22	43
2005M05	23	51
2005M05	24	46
2005M05	25	39
2005M05	26	47
2005M05	27	52
2005M05	28	49
2005M05	29	45
2005M05	30	52
2005M05	31	50
2005M06	1	44
2005M06	2	40
2005M06	3	42
2005M06	4	35
2005M06	5	50
2005M06	6	49
2005M06	7	37
2005M06	8	45
2005M06	9	48
2005M06	10	58
2005M06	11	49
2005M06	12	49
2005M06	13	49
2005M06	14	56
2005M06	15	51
2005M06	16	57
2005M06	17	54
2005M06	18	51
2005M06	19	50
2005M06	20	48
2005M06	21	53
2005M06	22	42
2005M06	23	42
2005M06	24	46
2005M06	25	61
2005M06	26	53
2005M06	27	43
2005M06	28	53
2005M06	29	46
2005M06	30	44
2005M06	31	-
2005M07	1	32
2005M07	2	48
2005M07	3	45
2005M07	4	58
2005M07	5	51
2005M07	6	61
2005M07	7	50
2005M07	8	34
2005M07	9	38
2005M07	10	51
2005M07	11	36
2005M07	12	33
2005M07	13	34
2005M07	14	42
2005M07	15	54
2005M07	16	58
2005M07	17	56
2005M07	18	46
2005M07	19	45
2005M07	20	51
2005M07	21	47
2005M07	22	48
2005M07	23	37
2005M07	24	49
2005M07	25	45
2005M07	26	43
2005M07	27	44
2005M07	28	56
2005M07	29	61
2005M07	30	49
2005M07	31	53
2005M08	1	73
2005M08	2	54
2005M08	3	54
2005M08	4	39
2005M08	5	56
2005M08	6	41
2005M08	7	27
2005M08	8	46
2005M08	9	36
2005M08	10	53
2005M08	11	35
2005M08	12	32
2005M08	13	32
2005M08	14	48
2005M08	15	40
2005M08	16	40
2005M08	17	45
2005M08	18	49
2005M08	19	47
2005M08	20	45
2005M08	21	43
2005M08	22	49
2005M08	23	40
2005M08	24	52
2005M08	25	48
2005M08	26	43
2005M08	27	45
2005M08	28	42
2005M08	29	53
2005M08	30	48
2005M08	31	59
2005M09	1	54
2005M09	2	53
2005M09	3	54
2005M09	4	48
2005M09	5	38
2005M09	6	42
2005M09	7	44
2005M09	8	46
2005M09	9	61
2005M09	10	42
2005M09	11	53
2005M09	12	57
2005M09	13	44
2005M09	14	60
2005M09	15	53
2005M09	16	58
2005M09	17	42
2005M09	18	43
2005M09	19	38
2005M09	20	43
2005M09	21	37
2005M09	22	49
2005M09	23	47
2005M09	24	49
2005M09	25	49
2005M09	26	54
2005M09	27	61
2005M09	28	46
2005M09	29	59
2005M09	30	50
2005M09	31	-
2005M10	1	40
2005M10	2	45
2005M10	3	57
2005M10	4	44
2005M10	5	38
2005M10	6	62
2005M10	7	47
2005M10	8	55
2005M10	9	42
2005M10	10	51
2005M10	11	48
2005M10	12	48
2005M10	13	48
2005M10	14	60
2005M10	15	47
2005M10	16	45
2005M10	17	42
2005M10	18	42
2005M10	19	62
2005M10	20	63
2005M10	21	49
2005M10	22	55
2005M10	23	55
2005M10	24	47
2005M10	25	36
2005M10	26	57
2005M10	27	53
2005M10	28	47
2005M10	29	49
2005M10	30	33
2005M10	31	52
2005M11	1	52
2005M11	2	45
2005M11	3	49
2005M11	4	47
2005M11	5	55
2005M11	6	52
2005M11	7	40
2005M11	8	41
2005M11	9	47
2005M11	10	54
2005M11	11	51
2005M11	12	50
2005M11	13	41
2005M11	14	59
2005M11	15	44
2005M11	16	50
2005M11	17	48
2005M11	18	58
2005M11	19	52
2005M11	20	48
2005M11	21	47
2005M11	22	62
2005M11	23	58
2005M11	24	43
2005M11	25	45
2005M11	26	64
2005M11	27	55
2005M11	28	52
2005M11	29	56
2005M11	30	49
2005M11	31	-
2005M12	1	52
2005M12	2	58
2005M12	3	60
2005M12	4	56
2005M12	5	53
2005M12	6	61
2005M12	7	52
2005M12	8	40
2005M12	9	51
2005M12	10	57
2005M12	11	50
2005M12	12	43
2005M12	13	53
2005M12	14	65
2005M12	15	54
2005M12	16	57
2005M12	17	60
2005M12	18	53
2005M12	19	38
2005M12	20	57
2005M12	21	59
2005M12	22	46
2005M12	23	55
2005M12	24	55
2005M12	25	47
2005M12	26	46
2005M12	27	43
2005M12	28	61
2005M12	29	63
2005M12	30	36
2005M12	31	44
2006M01	1	64
2006M01	2	55
2006M01	3	56
2006M01	4	49
2006M01	5	53
2006M01	6	52
2006M01	7	51
2006M01	8	43
2006M01	9	50
2006M01	10	62
2006M01	11	64
2006M01	12	49
2006M01	13	48
2006M01	14	55
2006M01	15	51
2006M01	16	53
2006M01	17	59
2006M01	18	55
2006M01	19	47
2006M01	20	44
2006M01	21	51
2006M01	22	56
2006M01	23	47
2006M01	24	51
2006M01	25	57
2006M01	26	44
2006M01	27	51
2006M01	28	56
2006M01	29	52
2006M01	30	62
2006M01	31	38
2006M02	1	51
2006M02	2	52
2006M02	3	62
2006M02	4	48
2006M02	5	46
2006M02	6	50
2006M02	7	60
2006M02	8	60
2006M02	9	47
2006M02	10	69
2006M02	11	59
2006M02	12	45
2006M02	13	44
2006M02	14	56
2006M02	15	49
2006M02	16	38
2006M02	17	44
2006M02	18	60
2006M02	19	63
2006M02	20	51
2006M02	21	46
2006M02	22	39
2006M02	23	53
2006M02	24	53
2006M02	25	54
2006M02	26	43
2006M02	27	58
2006M02	28	50
2006M02	29	-
2006M02	30	-
2006M02	31	-
2006M03	1	48
2006M03	2	46
2006M03	3	46
2006M03	4	51
2006M03	5	51
2006M03	6	52
2006M03	7	61
2006M03	8	49
2006M03	9	57
2006M03	10	58
2006M03	11	52
2006M03	12	45
2006M03	13	56
2006M03	14	51
2006M03	15	59
2006M03	16	40
2006M03	17	54
2006M03	18	53
2006M03	19	54
2006M03	20	52
2006M03	21	49
2006M03	22	49
2006M03	23	61
2006M03	24	55
2006M03	25	62
2006M03	26	52
2006M03	27	59
2006M03	28	66
2006M03	29	50
2006M03	30	56
2006M03	31	54
2006M04	1	54
2006M04	2	58
2006M04	3	43
2006M04	4	41
2006M04	5	63
2006M04	6	44
2006M04	7	43
2006M04	8	60
2006M04	9	55
2006M04	10	61
2006M04	11	60
2006M04	12	65
2006M04	13	41
2006M04	14	46
2006M04	15	38
2006M04	16	56
2006M04	17	58
2006M04	18	55
2006M04	19	41
2006M04	20	49
2006M04	21	52
2006M04	22	51
2006M04	23	45
2006M04	24	51
2006M04	25	52
2006M04	26	49
2006M04	27	47
2006M04	28	51
2006M04	29	53
2006M04	30	50
2006M04	31	-
2006M05	1	53
2006M05	2	52
2006M05	3	46
2006M05	4	44
2006M05	5	32
2006M05	6	50
2006M05	7	48
2006M05	8	59
2006M05	9	45
2006M05	10	53
2006M05	11	38
2006M05	12	45
2006M05	13	45
2006M05	14	50
2006M05	15	41
2006M05	16	49
2006M05	17	55
2006M05	18	56
2006M05	19	44
2006M05	20	45
2006M05	21	53
2006M05	22	54
2006M05	23	37
2006M05	24	51
2006M05	25	44
2006M05	26	52
2006M05	27	46
2006M05	28	55
2006M05	29	51
2006M05	30	45
2006M05	31	51
2006M06	1	45
2006M06	2	46
2006M06	3	46
2006M06	4	47
2006M06	5	49
2006M06	6	45
2006M06	7	55
2006M06	8	38
2006M06	9	49
2006M06	10	39
2006M06	11	43
2006M06	12	46
2006M06	13	55
2006M06	14	49
2006M06	15	58
2006M06	16	55
2006M06	17	60
2006M06	18	62
2006M06	19	58
2006M06	20	63
2006M06	21	55
2006M06	22	49
2006M06	23	44
2006M06	24	54
2006M06	25	64
2006M06	26	63
2006M06	27	65
2006M06	28	57
2006M06	29	64
2006M06	30	47
2006M06	31	-
2006M07	1	34
2006M07	2	48
2006M07	3	39
2006M07	4	39
2006M07	5	27
2006M07	6	62
2006M07	7	59
2006M07	8	50
2006M07	9	48
2006M07	10	46
2006M07	11	56
2006M07	12	65
2006M07	13	49
2006M07	14	54
2006M07	15	50
2006M07	16	53
2006M07	17	42
2006M07	18	49
2006M07	19	41
2006M07	20	34
2006M07	21	46
2006M07	22	53
2006M07	23	39
2006M07	24	50
2006M07	25	46
2006M07	26	61
2006M07	27	57
2006M07	28	59
2006M07	29	50
2006M07	30	61
2006M07	31	51
2006M08	1	40
2006M08	2	65
2006M08	3	42
2006M08	4	43
2006M08	5	41
2006M08	6	38
2006M08	7	56
2006M08	8	37
2006M08	9	50
2006M08	10	51
2006M08	11	38
2006M08	12	47
2006M08	13	42
2006M08	14	43
2006M08	15	63
2006M08	16	42
2006M08	17	35
2006M08	18	65
2006M08	19	39
2006M08	20	36
2006M08	21	58
2006M08	22	49
2006M08	23	49
2006M08	24	54
2006M08	25	43
2006M08	26	54
2006M08	27	34
2006M08	28	53
2006M08	29	41
2006M08	30	37
2006M08	31	38
2006M09	1	36
2006M09	2	49
2006M09	3	34
2006M09	4	52
2006M09	5	45
2006M09	6	57
2006M09	7	31
2006M09	8	48
2006M09	9	47
2006M09	10	41
2006M09	11	32
2006M09	12	45
2006M09	13	47
2006M09	14	40
2006M09	15	53
2006M09	16	38
2006M09	17	55
2006M09	18	45
2006M09	19	51
2006M09	20	42
2006M09	21	40
2006M09	22	36
2006M09	23	51
2006M09	24	54
2006M09	25	43
2006M09	26	45
2006M09	27	59
2006M09	28	50
2006M09	29	42
2006M09	30	53
2006M09	31	-
2006M10	1	55
2006M10	2	65
2006M10	3	60
2006M10	4	47
2006M10	5	44
2006M10	6	36
2006M10	7	34
2006M10	8	46
2006M10	9	48
2006M10	10	42
2006M10	11	37
2006M10	12	56
2006M10	13	49
2006M10	14	58
2006M10	15	55
2006M10	16	43
2006M10	17	59
2006M10	18	49
2006M10	19	51
2006M10	20	62
2006M10	21	47
2006M10	22	57
2006M10	23	50
2006M10	24	31
2006M10	25	53
2006M10	26	50
2006M10	27	54
2006M10	28	49
2006M10	29	54
2006M10	30	46
2006M10	31	57
2006M11	1	42
2006M11	2	51
2006M11	3	44
2006M11	4	54
2006M11	5	63
2006M11	6	50
2006M11	7	53
2006M11	8	48
2006M11	9	50
2006M11	10	47
2006M11	11	49
2006M11	12	57
2006M11	13	59
2006M11	14	55
2006M11	15	54
2006M11	16	50
2006M11	17	51
2006M11	18	61
2006M11	19	40
2006M11	20	37
2006M11	21	51
2006M11	22	51
2006M11	23	61
2006M11	24	48
2006M11	25	36
2006M11	26	37
2006M11	27	60
2006M11	28	52
2006M11	29	36
2006M11	30	41
2006M11	31	-
2006M12	1	55
2006M12	2	49
2006M12	3	39
2006M12	4	49
2006M12	5	54
2006M12	6	44
2006M12	7	55
2006M12	8	62
2006M12	9	39
2006M12	10	55
2006M12	11	36
2006M12	12	47
2006M12	13	54
2006M12	14	43
2006M12	15	49
2006M12	16	56
2006M12	17	39
2006M12	18	43
2006M12	19	51
2006M12	20	43
2006M12	21	53
2006M12	22	55
2006M12	23	54
2006M12	24	57
2006M12	25	43
2006M12	26	46
2006M12	27	59
2006M12	28	59
2006M12	29	41
2006M12	30	46
2006M12	31	57
2007M01	1	56
2007M01	2	65
2007M01	3	60
2007M01	4	55
2007M01	5	40
2007M01	6	52
2007M01	7	42
2007M01	8	53
2007M01	9	55
2007M01	10	54
2007M01	11	47
2007M01	12	38
2007M01	13	61
2007M01	14	65
2007M01	15	51
2007M01	16	55
2007M01	17	46
2007M01	18	72
2007M01	19	44
2007M01	20	60
2007M01	21	44
2007M01	22	58
2007M01	23	56
2007M01	24	54
2007M01	25	52
2007M01	26	64
2007M01	27	46
2007M01	28	50
2007M01	29	63
2007M01	30	53
2007M01	31	62
2007M02	1	71
2007M02	2	53
2007M02	3	54
2007M02	4	55
2007M02	5	55
2007M02	6	72
2007M02	7	57
2007M02	8	58
2007M02	9	58
2007M02	10	54
2007M02	11	71
2007M02	12	52
2007M02	13	58
2007M02	14	46
2007M02	15	54
2007M02	16	51
2007M02	17	54
2007M02	18	57
2007M02	19	52
2007M02	20	56
2007M02	21	64
2007M02	22	61
2007M02	23	68
2007M02	24	52
2007M02	25	61
2007M02	26	49
2007M02	27	58
2007M02	28	50
2007M02	29	-
2007M02	30	-
2007M02	31	-
2007M03	1	63
2007M03	2	52
2007M03	3	46
2007M03	4	62
2007M03	5	60
2007M03	6	52
2007M03	7	60
2007M03	8	55
2007M03	9	53
2007M03	10	42
2007M03	11	58
2007M03	12	42
2007M03	13	56
2007M03	14	57
2007M03	15	60
2007M03	16	62
2007M03	17	48
2007M03	18	44
2007M03	19	65
2007M03	20	59
2007M03	21	52
2007M03	22	46
2007M03	23	55
2007M03	24	47
2007M03	25	45
2007M03	26	50
2007M03	27	55
2007M03	28	47
2007M03	29	54
2007M03	30	56
2007M03	31	53
2007M04	1	47
2007M04	2	55
2007M04	3	43
2007M04	4	62
2007M04	5	48
2007M04	6	48
2007M04	7	50
2007M04	8	53
2007M04	9	54
2007M04	10	53
2007M04	11	44
2007M04	12	62
2007M04	13	48
2007M04	14	49
2007M04	15	69
2007M04	16	53
2007M04	17	56
2007M04	18	47
2007M04	19	45
2007M04	20	54
2007M04	21	46
2007M04	22	51
2007M04	23	41
2007M04	24	49
2007M04	25	46
2007M04	26	40
2007M04	27	38
2007M04	28	44
2007M04	29	45
2007M04	30	43
2007M04	31	-
2007M05	1	47
2007M05	2	39
2007M05	3	47
2007M05	4	46
2007M05	5	41
2007M05	6	55
2007M05	7	49
2007M05	8	45
2007M05	9	56
2007M05	10	48
2007M05	11	45
2007M05	12	48
2007M05	13	50
2007M05	14	53
2007M05	15	53
2007M05	16	47
2007M05	17	47
2007M05	18	55
2007M05	19	53
2007M05	20	42
2007M05	21	57
2007M05	22	52
2007M05	23	45
2007M05	24	48
2007M05	25	62
2007M05	26	52
2007M05	27	39
2007M05	28	53
2007M05	29	52
2007M05	30	42
2007M05	31	39
2007M06	1	46
2007M06	2	45
2007M06	3	48
2007M06	4	45
2007M06	5	56
2007M06	6	42
2007M06	7	43
2007M06	8	32
2007M06	9	45
2007M06	10	41
2007M06	11	64
2007M06	12	55
2007M06	13	34
2007M06	14	47
2007M06	15	58
2007M06	16	49
2007M06	17	41
2007M06	18	49
2007M06	19	68
2007M06	20	53
2007M06	21	63
2007M06	22	44
2007M06	23	57
2007M06	24	51
2007M06	25	50
2007M06	26	54
2007M06	27	53
2007M06	28	54
2007M06	29	42
2007M06	30	45
2007M06	31	-
2007M07	1	46
2007M07	2	34
2007M07	3	48
2007M07	4	40
2007M07	5	48
2007M07	6	47
2007M07	7	46
2007M07	8	57
2007M07	9	49
2007M07	10	47
2007M07	11	39
2007M07	12	44
2007M07	13	45
2007M07	14	54
2007M07	15	56
2007M07	16	54
2007M07	17	58
2007M07	18	49
2007M07	19	48
2007M07	20	56
2007M07	21	66
2007M07	22	61
2007M07	23	53
2007M07	24	55
2007M07	25	49
2007M07	26	44
2007M07	27	48
2007M07	28	44
2007M07	29	53
2007M07	30	49
2007M07	31	43
2007M08	1	42
2007M08	2	47
2007M08	3	28
2007M08	4	40
2007M08	5	42
2007M08	6	47
2007M08	7	51
2007M08	8	51
2007M08	9	43
2007M08	10	46
2007M08	11	38
2007M08	12	41
2007M08	13	53
2007M08	14	38
2007M08	15	55
2007M08	16	54
2007M08	17	44
2007M08	18	48
2007M08	19	45
2007M08	20	44
2007M08	21	53
2007M08	22	44
2007M08	23	38
2007M08	24	53
2007M08	25	56
2007M08	26	46
2007M08	27	45
2007M08	28	34
2007M08	29	42
2007M08	30	41
2007M08	31	36
2007M09	1	32
2007M09	2	42
2007M09	3	55
2007M09	4	39
2007M09	5	43
2007M09	6	51
2007M09	7	51
2007M09	8	41
2007M09	9	56
2007M09	10	44
2007M09	11	57
2007M09	12	42
2007M09	13	42
2007M09	14	57
2007M09	15	56
2007M09	16	54
2007M09	17	75
2007M09	18	58
2007M09	19	49
2007M09	20	41
2007M09	21	40
2007M09	22	58
2007M09	23	39
2007M09	24	48
2007M09	25	53
2007M09	26	50
2007M09	27	40
2007M09	28	53
2007M09	29	45
2007M09	30	48
2007M09	31	-
2007M10	1	42
2007M10	2	41
2007M10	3	52
2007M10	4	56
2007M10	5	51
2007M10	6	47
2007M10	7	56
2007M10	8	58
2007M10	9	46
2007M10	10	50
2007M10	11	54
2007M10	12	52
2007M10	13	56
2007M10	14	51
2007M10	15	55
2007M10	16	54
2007M10	17	50
2007M10	18	54
2007M10	19	49
2007M10	20	55
2007M10	21	47
2007M10	22	56
2007M10	23	43
2007M10	24	49
2007M10	25	54
2007M10	26	45
2007M10	27	42
2007M10	28	57
2007M10	29	53
2007M10	30	55
2007M10	31	45
2007M11	1	40
2007M11	2	49
2007M11	3	65
2007M11	4	62
2007M11	5	51
2007M11	6	48
2007M11	7	53
2007M11	8	58
2007M11	9	49
2007M11	10	48
2007M11	11	44
2007M11	12	65
2007M11	13	60
2007M11	14	49
2007M11	15	48
2007M11	16	49
2007M11	17	39
2007M11	18	49
2007M11	19	47
2007M11	20	50
2007M11	21	55
2007M11	22	63
2007M11	23	56
2007M11	24	57
2007M11	25	52
2007M11	26	53
2007M11	27	48
2007M11	28	42
2007M11	29	50
2007M11	30	64
2007M11	31	-
2007M12	1	62
2007M12	2	59
2007M12	3	56
2007M12	4	56
2007M12	5	58
2007M12	6	54
2007M12	7	61
2007M12	8	55
2007M12	9	53
2007M12	10	56
2007M12	11	40
2007M12	12	44
2007M12	13	42
2007M12	14	48
2007M12	15	51
2007M12	16	46
2007M12	17	54
2007M12	18	45
2007M12	19	56
2007M12	20	40
2007M12	21	49
2007M12	22	58
2007M12	23	61
2007M12	24	50
2007M12	25	67
2007M12	26	58
2007M12	27	65
2007M12	28	64
2007M12	29	58
2007M12	30	63
2007M12	31	49
2008M01	1	64
2008M01	2	54
2008M01	3	49
2008M01	4	58
2008M01	5	51
2008M01	6	63
2008M01	7	68
2008M01	8	55
2008M01	9	59
2008M01	10	62
2008M01	11	60
2008M01	12	60
2008M01	13	70
2008M01	14	61
2008M01	15	59
2008M01	16	65
2008M01	17	55
2008M01	18	59
2008M01	19	50
2008M01	20	53
2008M01	21	54
2008M01	22	48
2008M01	23	57
2008M01	24	68
2008M01	25	64
2008M01	26	36
2008M01	27	55
2008M01	28	55
2008M01	29	51
2008M01	30	56
2008M01	31	50
2008M02	1	45
2008M02	2	58
2008M02	3	46
2008M02	4	37
2008M02	5	43
2008M02	6	55
2008M02	7	61
2008M02	8	61
2008M02	9	44
2008M02	10	50
2008M02	11	58
2008M02	12	47
2008M02	13	60
2008M02	14	54
2008M02	15	50
2008M02	16	59
2008M02	17	37
2008M02	18	44
2008M02	19	54
2008M02	20	56
2008M02	21	40
2008M02	22	50
2008M02	23	60
2008M02	24	38
2008M02	25	52
2008M02	26	65
2008M02	27	47
2008M02	28	53
2008M02	29	54
2008M02	30	-
2008M02	31	-
2008M03	1	53
2008M03	2	51
2008M03	3	50
2008M03	4	62
2008M03	5	53
2008M03	6	52
2008M03	7	55
2008M03	8	45
2008M03	9	56
2008M03	10	55
2008M03	11	62
2008M03	12	36
2008M03	13	50
2008M03	14	54
2008M03	15	50
2008M03	16	48
2008M03	17	56
2008M03	18	50
2008M03	19	39
2008M03	20	51
2008M03	21	57
2008M03	22	62
2008M03	23	43
2008M03	24	45
